rank,profile,name,url,state,revenue,growth_%,industry,workers,previous_workers,founded,yrs_on_list,metro,city
1341,https://www.inc.com/profile/eassist-dental-solutions,eAssist Dental Solutions,http://dentalbilling.com,UT,168,308.0733,Health,53,1,2012,4,"Ogden-Clearfield, UT",Syracuse
1342,https://www.inc.com/profile/big-leap,Big Leap,bigleap.com,UT,82,307.5541,Advertising & Marketing,63,30,2008,4,"Provo-Orem, UT",Lehi
1343,https://www.inc.com/profile/housing-trust-group,Housing Trust Group,htgf.com,FL,24,307.505,Real Estate,101,36,1997,2,Miami,Coconut Grove
1344,https://www.inc.com/profile/suite-experience-group,Suite Experience Group,suiteexperiencegroup.com,CA,106,307.4624,Travel & Hospitality,4,3,2010,2,San Francisco,San Mateo
1345,https://www.inc.com/profile/wheelhouse-it,WheelHouse IT,wheelhouseit.com,FL,88,307.1926,IT Management,61,10,2002,3,Miami,Fort Lauderdale
1346,https://www.inc.com/profile/cap-venture-group,CAP Venture Group,lstproperties.com,KY,38,306.9099,Real Estate,7,1,2013,1,"Louisville/Jefferson County, KY-IN",Louisville
1347,https://www.inc.com/profile/tokenex,TokenEx,tokenex.com,OK,47,306.4106,Software,24,4,2010,2,"Oklahoma City, OK",EDMOND
1349,https://www.inc.com/profile/old-dominion-mechanical,Old Dominion Mechanical,odmva.com,VA,44,306.1344,Construction,31,6,2013,2,"Richmond, VA",Richmond
1350,https://www.inc.com/profile/managed-energy-systems,Managed Energy Systems,energymes.com,KS,23,306.0336,Energy,8,3,2013,1,"Kansas City, MO-KS",Leawood
1351,https://www.inc.com/profile/trinity3-technology,Trinity3 Technology,trinity3.com,MN,698,305.9686,Computer Hardware,86,34,2014,1,Minneapolis,Saint Paul
1352,https://www.inc.com/profile/kureiji,Kureiji,threadtank.com,CA,28,305.9316,Retail,16,5,2014,1,Los Angeles,South El Monte
1353,https://www.inc.com/profile/wellex,Wellex,samedaystdtesting.com,MO,32,305.5026,Health,8,4,2015,1,"St. Louis, MO-IL",St. Louis
1354,https://www.inc.com/profile/connoils,Connoils,connoils.com,WI,213,305.4273,Food & Beverage,25,10,2007,1,Milwaukee,Waukesha
1355,https://www.inc.com/profile/advantage-media-group,Advantage Media Group,advantagefamily.com,SC,236,305.3267,Media,117,23,2005,7,"Charleston, SC",Charleston
1356,https://www.inc.com/profile/dmd-products,DMD Products,lovehandle.com,TX,38,305.2533,Consumer Products & Services,32,3,2014,1,Houston,Rosharon
1357,https://www.inc.com/profile/triplemint,Triplemint,triplemint.com,NY,103,305.2056,Real Estate,112,57,2011,2,New York City,New York
1358,https://www.inc.com/profile/matrix-4,Matrix 4,matrix4.com,IL,99,305.125,Manufacturing,28,27,1976,3,Chicago,Woodstock
1359,https://www.inc.com/profile/vantage-point-logistics,Vantage Point Logistics,vantagepointlogistics.com,OH,20,305.1186,Logistics & Transportation,46,11,2011,3,"Columbus, OH",Columbus
1360,https://www.inc.com/profile/telco-connection,Telco Connection,telcoconnection.com,CA,35,304.614,Telecommunications,2,1,2013,1,Los Angeles,Coto de Caza
1362,https://www.inc.com/profile/pinnacle-dermatology,Pinnacle Dermatology,pinnacleskin.com,IL,359,303.3924,Health,330,60,2004,2,Chicago,Lombard
1363,https://www.inc.com/profile/tista-science-and-technology,TISTA Science and Technology,tistatech.com,MD,1307,303.3579,Government Services,485,112,2005,9,"Washington, DC",Rockville
1364,https://www.inc.com/profile/schweiger-dermatology-group,Schweiger Dermatology Group,schweigerderm.com,NY,944,302.6845,Health,750,210,2010,3,New York City,Long Island City
1365,https://www.inc.com/profile/10th-magnitude,10th Magnitude,10thmagnitude.com,IL,181,302.359,IT Management,80,25,2010,4,Chicago,Chicago
1366,https://www.inc.com/profile/rankingsio,Rankings.io,rankings.io,IL,31,301.9811,Advertising & Marketing,16,5,2013,2,"St. Louis, MO-IL",O'Fallon
1367,https://www.inc.com/profile/complete-recovery-corp,Complete Recovery Corp,completerecoverycorp.com,UT,75,301.7969,Consumer Products & Services,103,38,2003,3,Salt Lake City,Taylorsville
1368,https://www.inc.com/profile/aerospace-asset-trading,Aerospace Asset Trading,aerospaceasset.com,FL,362,301.7549,Business Products & Services,32,8,2013,2,Miami,Miami
1369,https://www.inc.com/profile/select-communications,Select Communications,http://selectcommunications.com,TX,22,301.415,Telecommunications,10,3,2014,1,Austin,Austin
1370,https://www.inc.com/profile/djb-hospitality-holding-cosedona-taphouse-restaurants,DJB Hospitality Holding Co/Sedona Taphouse Restaurants,sedonataphouse.com,VA,301,301.2717,Food & Beverage,825,300,2011,1,"Richmond, VA",Richmond
1371,https://www.inc.com/profile/aya-healthcare,Aya Healthcare,http://ayahealthcare.com,CA,566,301.2226,Health,779,243,2001,1,San Diego,San Diego
1372,https://www.inc.com/profile/novuhealth,NovuHealth,novu.com,MN,444,301.1784,Health,161,87,2011,2,Minneapolis,Minneapolis
1373,https://www.inc.com/profile/bookkeeper360,Bookkeeper360,bookkeeper360.com,NY,3,300.8732,Financial Services,35,15,2012,2,New York City,Woodbury
1374,https://www.inc.com/profile/guaba,Guaba,xo.agency,CA,22,300.8358,Advertising & Marketing,18,6,2014,1,Los Angeles,Los Angeles
1375,https://www.inc.com/profile/gasket-guy,Gasket Guy,gasketguy.com,GA,61,300.529,Construction,6,3,1994,2,Atlanta,Norcross
1376,https://www.inc.com/profile/industrial-security-integrators,Industrial Security Integrators,dodsecurity.com,VA,57,300.5084,Government Services,41,8,2010,2,"Washington, DC",Herndon
1377,https://www.inc.com/profile/advanced-care-partners,Advanced Care Partners,http://advancedcarepartners.com,GA,148,300.2955,Health,804,75,2010,1,Atlanta,Atlanta
1378,https://www.inc.com/profile/greentek-energy-systems,Greentek Energy Systems,greentekenergysystems.com,GA,17,300.186,Energy,27,18,2011,3,Atlanta,Atlanta
1381,https://www.inc.com/profile/triplepoint-environmental,Triplepoint Environmental,tpenv.com,IL,33,299.7893,Environmental Services,8,4,2014,1,Chicago,Oak Park
1382,https://www.inc.com/profile/tango-card,Tango Card,tangocard.com,WA,245,299.5471,Software,94,42,2009,4,Seattle,Seattle
1383,https://www.inc.com/profile/assure,Assure,assure.co,UT,112,299.3963,Financial Services,53,15,2014,1,Salt Lake City,Salt Lake City
1384,https://www.inc.com/profile/index-exchange,Index Exchange,indexexchange.com,NY,1274,299.1636,Advertising & Marketing,433,172,2011,1,New York City,New York
1385,https://www.inc.com/profile/beddys,Beddy's,beddys.com,UT,68,299.1243,Consumer Products & Services,10,3,2014,2,Salt Lake City,West Jordan
1387,https://www.inc.com/profile/purecars-automotive,PureCars Automotive,purecars.com,GA,1563,298.4585,Advertising & Marketing,221,154,2007,6,Atlanta,Atlanta
1389,https://www.inc.com/profile/closeriq,CloserIQ,closeriq.com,NY,23,298.0068,Business Products & Services,28,8,2014,1,New York City,New York
1391,https://www.inc.com/profile/ascent-innovations,Ascent Innovations,ascent365.com,IL,34,296.8637,IT System Development,38,6,2009,1,Chicago,Schaumberg
1393,https://www.inc.com/profile/lynker-technologies,Lynker Technologies,lynker.com,VA,247,296.7052,Government Services,235,63,2007,4,"Washington, DC",Leesburg
1394,https://www.inc.com/profile/motifworks,Motifworks,motifworks.com,MD,42,296.4662,Software,105,40,2010,2,Baltimore,TOWSON
1395,https://www.inc.com/profile/symmetry-financial-group,Symmetry Financial Group,sfglife.com,NC,44,296.4375,Insurance,50,28,2009,4,"Asheville, NC",Swannnanoa
1396,https://www.inc.com/profile/zilker-technology,Zilker Technology,ztech.io,TX,247,296.2927,IT System Development,211,37,2014,1,Austin,Austin
1397,https://www.inc.com/profile/struxure-outdoor,StruXure Outdoor,struxure.com,GA,146,296.2014,Manufacturing,51,14,2011,1,Atlanta,Dahlonega
1398,https://www.inc.com/profile/tiger-analytics,Tiger Analytics,tigeranalytics.com,CA,131,296.0168,Software,250,80,2011,2,San Jose,Santa Clara
1400,https://www.inc.com/profile/paragon-payroll,Paragon Payroll,paragonpayroll.com,TX,38,295.4346,Business Products & Services,17,10,2007,1,Dallas,Midlothian
1401,https://www.inc.com/profile/fluentstream-technologies,FluentStream Technologies,fluentstream.com,CO,69,294.5348,Telecommunications,41,19,2010,2,Denver,Denver
1402,https://www.inc.com/profile/youtech,Youtech,youtechagency.com,IL,5,294.0566,Advertising & Marketing,40,15,2012,1,Chicago,Naperville
1403,https://www.inc.com/profile/kentech,Kentech,http://ekentech.com,IL,55,293.8781,Security,45,33,2006,3,Chicago,Chicago
1404,https://www.inc.com/profile/pixability,Pixability,pixability.com,MA,384,293.3496,Advertising & Marketing,83,58,2008,5,Boston,Boston
1405,https://www.inc.com/profile/osprey-management,Osprey Management,contractosprey.com,GA,91,293.29,Construction,9,2,2001,1,Atlanta,Marietta
1406,https://www.inc.com/profile/medical-guardian,Medical Guardian,medicalguardian.com,PA,464,292.6735,Health,237,97,2005,7,Philadelphia,Philadelphia
1407,https://www.inc.com/profile/fastmore-logistics,Fastmore Logistics,fastmore.com,IL,603,292.5455,Logistics & Transportation,85,33,2005,3,Chicago,Elk Grove Village
1408,https://www.inc.com/profile/matt-curtis-real-estate,Matt Curtis Real Estate,mattcurtisrealestate.com,AL,52,292.5211,Real Estate,65,20,2009,3,"Huntsville, AL",Madison
1409,https://www.inc.com/profile/petwell-partners,PetWell Partners,petwellpartners.com,TX,342,292.3206,Health,442,143,2013,1,Houston,Houston
1410,https://www.inc.com/profile/ventech-solutions,Ventech Solutions,ventechsolutions.com,OH,1437,292.2955,IT Management,425,150,2002,9,"Columbus, OH",Columbus
1411,https://www.inc.com/profile/unitas-global,Unitas Global,unitasglobal.com,CA,413,292.2309,IT Management,117,47,2011,3,Los Angeles,Los Angeles
1413,https://www.inc.com/profile/vantage-payments,Vantage Payments,vantagepayments.com,AZ,139,291.5537,Financial Services,9,5,2009,6,Phoenix,Scottsdale
1414,https://www.inc.com/profile/staffing-specifix,Staffing Specifix,staffingspecifix.com,FL,78,291.3012,Human Resources,367,271,2011,3,Miami,Miami
1416,https://www.inc.com/profile/acorio,Acorio,acorio.com,MA,251,291.1478,Business Products & Services,178,40,2013,2,Boston,Boston
1417,https://www.inc.com/profile/veterinary-practice-partners,Veterinary Practice Partners,vetpartners.com,PA,104,290.9538,Business Products & Services,1070,487,2011,4,Philadelphia,King of Prussia
1418,https://www.inc.com/profile/research-america,Research America,researchamericainc.com,PA,144,290.6466,Advertising & Marketing,300,120,2009,5,Philadelphia,Newtown Square
1419,https://www.inc.com/profile/amicus-enterprises,Amicus Enterprises,http://grizly.com,CA,59,290.5393,Media,5,2,2014,1,San Diego,Carlsbad
1420,https://www.inc.com/profile/opex-analytics,Opex Analytics,opexanalytics.com,IL,143,290.3921,Business Products & Services,80,17,2013,2,Chicago,Evanston
1421,https://www.inc.com/profile/marijuana-business-daily,Marijuana Business Daily,mjbizdaily.com,CO,275,290.3784,Media,58,18,2011,4,Denver,Lakewood
1422,https://www.inc.com/profile/xtreme-park-adventures,Xtreme Park Adventures,xtremeparkadventures.com,NC,23,290.3408,Consumer Products & Services,40,15,2009,2,"Durham, NC",durham
1423,https://www.inc.com/profile/adonis-auto-group,Adonis Auto Group,adonisautogroup.com,TX,301,290.1139,Logistics & Transportation,70,15,2010,1,Dallas,Grand Prairie
1425,https://www.inc.com/profile/home-pride-construction,Home Pride Construction,homeprideinc.com,CA,25,289.9913,Construction,21,3,2001,1,San Francisco,Pacifica
1426,https://www.inc.com/profile/sigma-software,SIGMA SOFTWARE,sigmasoftusa.com,TX,5,289.951,IT System Development,45,15,2011,1,Dallas,Dallas
1427,https://www.inc.com/profile/no-limit-agency,No Limit Agency,1851franchise.com,IL,2,289.4093,Software,9,4,2013,6,Chicago,Chicago
1428,https://www.inc.com/profile/p2binvestor,P2Binvestor,p2bi.com,CO,10,289.2561,Financial Services,31,23,2012,1,Denver,Denver
1431,https://www.inc.com/profile/blackstone-medical-services,Blackstone Medical Services,blackstonemedicalservices.com,FL,67,288.547,Health,82,32,2010,3,Tampa,Tampa
1434,https://www.inc.com/profile/fundrise,Fundrise,fundrise.com,DC,208,288.2353,Financial Services,76,24,2010,2,"Washington, DC",Washington
1436,https://www.inc.com/profile/digitalspec,Digitalspec,http://digitalspec.net,VA,162,287.893,Government Services,105,20,2005,5,"Washington, DC",Fairfax
1438,https://www.inc.com/profile/united-wall-systems,United Wall Systems,unitedwalls.com,FL,289,287.152,Construction,72,40,2008,3,"Orlando, FL",Winter Garden
1439,https://www.inc.com/profile/sleeping-giant-brewing-company,Sleeping Giant Brewing Company,sleepinggiantbrewing.com,CO,53,286.8987,Food & Beverage,25,13,2014,1,Denver,Denver
1441,https://www.inc.com/profile/center-for-social-dynamics,Center for Social Dynamics,csdautismservices.com,CA,22,286.6931,Health,575,139,2012,3,San Francisco,Alameda
1442,https://www.inc.com/profile/yamibuy,Yamibuy,yamibuy.com,CA,822,286.3093,Retail,250,90,2013,3,Los Angeles,Brea
1443,https://www.inc.com/profile/ordermygear,OrderMyGear,ordermygear.com,TX,178,286.2805,Software,86,26,2008,4,Dallas,Dallas
1444,https://www.inc.com/profile/criterion-systems,Criterion Systems,criterion-sys.com,VA,89,286.1744,Government Services,376,155,2005,5,"Washington, DC",Vienna
1446,https://www.inc.com/profile/thompson-healthcare-sports-medicine,Thompson Healthcare & Sports Medicine,thsm.info,NJ,356,285.8078,Health,155,40,2004,1,New York City,Forked River
1447,https://www.inc.com/profile/proplogix,PropLogix,proplogix.com,FL,198,285.6447,Real Estate,150,51,2010,3,"Sarasota-Bradenton-Venice, FL",Sarasota
1448,https://www.inc.com/profile/e-network-supply,E Network Supply,enetworksupply.com,IL,39,285.6183,Telecommunications,8,3,2014,1,Chicago,skokie
1449,https://www.inc.com/profile/riva-solutions,Riva Solutions,rivasolutionsinc.com,VA,134,285.3547,Government Services,400,80,2009,1,"Washington, DC",McLean
1450,https://www.inc.com/profile/the-hilb-group,The Hilb Group,hilbgroup.com,VA,1417,285.0119,Insurance,717,174,2009,5,"Richmond, VA",Richmond
1452,https://www.inc.com/profile/ui-global-brands,UI Global Brands,uiglobalbrands.com,TX,28,284.7077,Consumer Products & Services,7,1,2009,1,Dallas,Frisco
1453,https://www.inc.com/profile/house-advantage,House Advantage,houseadv.com,NV,27,284.6191,Software,74,59,2004,1,"Las Vegas, NV",Las Vegas
1455,https://www.inc.com/profile/living-wellness-partners,Living Wellness Partners,buddhateas.com,CA,34,284.4806,Food & Beverage,33,15,2013,1,San Diego,Carlsbad
1456,https://www.inc.com/profile/millhouse-logistics,Millhouse Logistics,millhouse.com,NC,80,284.4409,Logistics & Transportation,140,49,2009,2,"Asheville, NC",Fletcher
1458,https://www.inc.com/profile/medbridge,MedBridge,medbridgeeducation.com,WA,162,284.0595,Health,116,17,2011,3,Seattle,Seattle
1459,https://www.inc.com/profile/autosource-motors,AutoSource Motors,myautosource.com,UT,1958,283.8958,Business Products & Services,285,42,2003,1,"Ogden-Clearfield, UT",Woods Cross
1464,https://www.inc.com/profile/dockyard,DockYard,http://dockyard.com,MA,122,282.5791,Software,70,24,2010,1,Boston,Hingham
1465,https://www.inc.com/profile/midpoint-technology-group,MidPoint Technology Group,midpointtechnologygroup.com,MD,122,282.2786,IT Management,55,15,2014,2,Baltimore,Hanover
1466,https://www.inc.com/profile/porcaro-stolarek-mete-partners,Porcaro Stolarek Mete Partners,psmpartners.com,IL,83,282.1103,IT Management,65,10,2014,1,Chicago,Chicago
1468,https://www.inc.com/profile/ciscom-solutions,CisCom Solutions,ciscom.com,KY,86,281.9206,IT Management,29,12,1996,2,"Louisville/Jefferson County, KY-IN",Louisville
1469,https://www.inc.com/profile/biotrans,Biotrans,biotrans-usa.com,MA,135,281.8999,Logistics & Transportation,130,40,2010,4,Boston,Brockton
1470,https://www.inc.com/profile/jb-office,JB Office,shopjboffice.com,CA,29,281.8377,Business Products & Services,10,6,2012,2,Los Angeles,Chatsworth
1471,https://www.inc.com/profile/jcw-search,JCW Search,jcwresourcing.com,NY,59,281.2014,Human Resources,27,19,2011,2,New York City,New York
1472,https://www.inc.com/profile/star-lab-corp,Star Lab Corp.,starlab.io,DC,57,281.1928,Software,20,9,2014,1,"Washington, DC",Washington
1473,https://www.inc.com/profile/expero,Expero,experoinc.com,TX,85,280.6777,Software,40,12,2001,4,Houston,Houston
1474,https://www.inc.com/profile/endurance,Endurance,endurancewarranty.com,IL,4865,280.2492,Consumer Products & Services,661,325,2006,5,Chicago,Northbrook
1476,https://www.inc.com/profile/chewse,Chewse,chewse.com,CA,139,279.6846,Food & Beverage,250,35,2011,1,San Francisco,San Francisco
1477,https://www.inc.com/profile/apex-appraisal-service,Apex Appraisal Service,apexone.com,CA,298,279.5078,Real Estate,71,30,2009,2,"Sacramento, CA",Roseville
1478,https://www.inc.com/profile/boomset,Boomset,boomset.com,NY,4,279.3436,Software,32,12,2011,1,New York City,New York
1479,https://www.inc.com/profile/shipsound,ShipSound,shipsound.com,DE,36,279.0461,Retail,7,2,2006,2,Philadelphia,Wilmington
1481,https://www.inc.com/profile/douglas-realty,Douglas Realty,godouglasrealty.com,MD,124,278.706,Real Estate,400,202,2008,4,Baltimore,Pasadena
1482,https://www.inc.com/profile/b3-medical,B3 Medical,b3medical.com,FL,64,278.2223,Health,45,30,2015,1,Tampa,Lutz
1484,https://www.inc.com/profile/torrent-consulting,Torrent Consulting,torrentconsulting.com,NC,103,277.3868,Business Products & Services,81,41,2012,4,Charlotte,Charlotte
1485,https://www.inc.com/profile/atlas-medstaff,Atlas MedStaff,atlasmedstaff.com,NE,88,277.3546,Health,750,250,2012,4,"Omaha-Council Bluffs, NE-IA",Omaha
1486,https://www.inc.com/profile/jb-software-and-consulting,JB Software and Consulting,jbsac.com,TX,51,277.3421,Business Products & Services,60,6,2004,1,Dallas,Allen
1487,https://www.inc.com/profile/atredis-partners,Atredis Partners,atredis.com,MO,56,277.2509,IT Management,27,8,2013,2,"St. Louis, MO-IL",Saint Louis
1488,https://www.inc.com/profile/2a-consulting,2A Consulting,2a.consulting,WA,63,277.1844,Advertising & Marketing,36,17,2010,3,Seattle,Seattle
1489,https://www.inc.com/profile/flux7,Flux7,flux7.com,TX,49,277.1657,IT System Development,59,12,2013,2,Austin,Austin
1490,https://www.inc.com/profile/famous-toastery,Famous Toastery,ownatoastery.com,NC,342,277.0195,Food & Beverage,1190,315,2005,2,Charlotte,Davidson
1491,https://www.inc.com/profile/vac2go,Vac2Go,vac2go.com,KY,123,276.8748,Business Products & Services,20,8,2012,3,"Louisville/Jefferson County, KY-IN",LaGrange
1492,https://www.inc.com/profile/ita-international,ITA International,http://ita-intl.com,VA,624,276.7212,Government Services,352,200,2000,7,Virginia Beach,YORKTOWN
1493,https://www.inc.com/profile/raw-sugar-living,Raw Sugar Living,rawsugarliving.com,CA,258,276.3136,Consumer Products & Services,15,4,2014,1,Los Angeles,Sherman Oaks
1494,https://www.inc.com/profile/devbridge,Devbridge,devbridge.com,IL,39,276.2503,Software,433,155,2008,7,Chicago,Chicago
1495,https://www.inc.com/profile/aml-rightsource,AML RightSource,http://amlrightsource.com,OH,526,276.1806,Financial Services,500,150,2004,1,Cleveland,Cleveland
1496,https://www.inc.com/profile/rozalado,Rozalado,rozaladocleaning.com,IL,4,276.0966,Business Products & Services,250,50,2012,1,Chicago,Chicago
1497,https://www.inc.com/profile/hayes-healthcare,Hayes Healthcare,hayeslocums.com,FL,1204,275.9648,Health,199,58,2012,2,Miami,Ft. Lauderdale
1498,https://www.inc.com/profile/grant-enterprises,Grant Enterprises,onlinesellingexperiment.com,MN,69,275.8319,Retail,10,5,2013,2,Minneapolis,Minneapolis
1499,https://www.inc.com/profile/disruptive-advertising,Disruptive Advertising,disruptiveadvertising.com,UT,146,275.8187,Advertising & Marketing,120,31,2013,3,"Provo-Orem, UT",Lindon
1500,https://www.inc.com/profile/proforma-angelini-diamond-solutions,Proforma Angelini + Diamond Solutions,ads.proforma.com,TX,26,275.8065,Business Products & Services,4,2,2015,2,Houston,Cypress
1501,https://www.inc.com/profile/softeq-development,Softeq Development,softeq.com,TX,141,275.7957,Software,285,185,1997,2,Houston,Houston
1502,https://www.inc.com/profile/dream-finders-homes,Dream Finders Homes,dreamfindershomes.com,FL,5244,275.4455,Construction,280,200,2008,9,"Jacksonville, FL",Jacksonville
1503,https://www.inc.com/profile/proequity-asset-management,ProEquity Asset Management,proequityam.com,CA,59,275.394,Real Estate,33,13,2011,2,Austin,El Dorado Hills
1504,https://www.inc.com/profile/rise-brands,Rise Brands,risebrands.com,OH,216,275.2843,Advertising & Marketing,219,45,2013,2,"Columbus, OH",Columbus
1505,https://www.inc.com/profile/idealfurniturekozyfurniture,iDealFurniture/KozyFurniture,idealfurniture.info,NV,32,274.8519,Retail,1,1,1982,2,"Las Vegas, NV",Las Vegas
1506,https://www.inc.com/profile/generx-generators,GenerX Generators,fixmygen.com,FL,167,274.4781,Consumer Products & Services,54,22,2005,1,Tampa,Oldsmar
1509,https://www.inc.com/profile/tarmac,Tarmac,tarmac.io,MN,79,273.8055,Software,102,25,2012,4,Minneapolis,Shoreview
1510,https://www.inc.com/profile/whirlwind-technologies,WhirlWind Technologies,wwindtech.com,MD,111,273.5078,IT Management,45,3,2009,1,"Washington, DC",Largo
1512,https://www.inc.com/profile/flexisales,Flexisales,flexisales.com,NV,36,273.222,Advertising & Marketing,1,1,2011,2,"Las Vegas, NV",Las Vegas
1513,https://www.inc.com/profile/bleacher-restorators-of-colorado,Bleacher Restorators of Colorado,brocllc.com,CO,33,273.0705,Construction,15,6,1982,1,Denver,Littleton
1514,https://www.inc.com/profile/black-tie-moving,Black Tie Moving,blacktiemoving.com,TN,109,272.9955,Logistics & Transportation,286,58,2013,3,Dallas,Nashville
1515,https://www.inc.com/profile/maven-wave,Maven Wave,mavenwave.com,IL,898,272.7929,Business Products & Services,167,99,2008,3,Chicago,Chicago
1516,https://www.inc.com/profile/mountain-state-software-solutions,Mountain State Software Solutions,ms3-inc.com,WV,9,272.761,IT System Development,51,9,2009,3,"Washington, DC",Ranson
1517,https://www.inc.com/profile/gateway-multifamily,Gateway Multifamily,gatewaymultifamily.com,IL,31,272.7563,Real Estate,5,2,2013,2,"St. Louis, MO-IL",O'Fallon
1518,https://www.inc.com/profile/venture-rei,Venture REI,venturerei.com,AZ,92,272.6256,Real Estate,150,2,2009,2,Phoenix,Scottsdale
1519,https://www.inc.com/profile/autopets,AutoPets,litter-robot.com,MI,277,272.5326,Consumer Products & Services,77,32,2000,3,Detroit,Auburn Hills
1520,https://www.inc.com/profile/flocknote,Flocknote,flocknote.com,TX,21,272.3793,Software,13,7,2008,1,Houston,Spring
1521,https://www.inc.com/profile/lowers-risk-group,Lowers Risk Group,lowersriskgroup.com,VA,1202,272.1233,Business Products & Services,494,317,2011,6,"Washington, DC",Purcellville
1522,https://www.inc.com/profile/escapology,Escapology,escapology.com,FL,39,271.7149,Travel & Hospitality,50,15,2014,1,"Orlando, FL",Orlando
1523,https://www.inc.com/profile/aero-accessories,Aero Accessories,aeroaccessories.us,FL,311,271.2381,Manufacturing,98,19,2007,1,Miami,MIRAMAR
1524,https://www.inc.com/profile/magnolia-innovation,Magnolia Innovation,magnoliainnovation.com,NJ,69,270.8951,Business Products & Services,21,6,2013,2,New York City,HOBOKEN
1525,https://www.inc.com/profile/national-design-build-services,National Design Build Services,nationaldbs.com,MO,393,270.7299,Engineering,59,17,2007,1,"St. Louis, MO-IL",St. Louis
1526,https://www.inc.com/profile/tekcom-resources,TekCom Resources,tekcomresources.com,PA,89,270.6203,Telecommunications,13,7,2005,1,Philadelphia,King of Prussia
1527,https://www.inc.com/profile/rx-savings-solutions,Rx Savings Solutions,rxsavingssolutions.com,KS,96,270.5739,Software,100,20,2012,2,"Kansas City, MO-KS",Overland Park
1528,https://www.inc.com/profile/ag-consulting-partners,AG Consulting Partners,agconsultingpartners.com,WA,63,270.4647,Business Products & Services,42,4,2009,1,Seattle,Redmond
1530,https://www.inc.com/profile/legacy-service,Legacy Service,legacyusa.com,PA,378,269.8546,Construction,50,10,2005,2,Philadelphia,Southampton
1531,https://www.inc.com/profile/strong-together-fitness,Strong Together Fitness,strongtogetherfitness.com,NJ,33,269.769,Consumer Products & Services,39,8,2006,1,"Allentown-Bethlehem-Easton, PA-NJ",Hackettstown
1533,https://www.inc.com/profile/veyo,Veyo,veyo.com,CA,1826,269.7282,Health,512,43,2015,1,San Diego,San Diego
1534,https://www.inc.com/profile/world-insurance-associates,World Insurance Associates,worldins.net,NJ,296,269.6364,Insurance,195,54,2011,2,New York City,Tinton Falls
1535,https://www.inc.com/profile/saviynt,Saviynt,saviynt.com,CA,328,269.5237,Software,300,30,2010,1,Los Angeles,El Segundo
1536,https://www.inc.com/profile/wana-brands,Wana Brands,wanabrands.com,CO,184,269.4241,Food & Beverage,78,71,2010,2,"Boulder, CO",Boulder
1537,https://www.inc.com/profile/cookie-cutters-haircuts-for-kids,Cookie Cutters Haircuts for Kids,haircutsarefun.com,UT,28,269.3934,Consumer Products & Services,102,42,1994,3,Salt Lake City,Salt Lake City
1539,https://www.inc.com/profile/n2grate,n2grate,n2grate.com,MD,1607,269.2911,Government Services,44,18,2010,4,"Washington, DC",Greenbelt
1540,https://www.inc.com/profile/fullcontact,FullContact,fullcontact.com,CO,184,269.1479,Business Products & Services,168,75,2010,2,Denver,Denver
1541,https://www.inc.com/profile/thycotic,Thycotic,thycotic.com,DC,467,269.0533,Software,300,50,1996,7,"Washington, DC","Washington, D.C."
1542,https://www.inc.com/profile/spring-dental,Spring Dental,thespringdental.com,OK,22,269.0113,Health,290,30,2014,1,"Tulsa, OK",Jenks
1543,https://www.inc.com/profile/healthcaps,HealthCaps,healthcaps.net,FL,52,268.8726,Health,10,2,2013,2,Miami,Miami Lakes
1544,https://www.inc.com/profile/boss-retirement-solutions,B.O.S.S. Retirement Solutions,bossretirement.com,UT,87,268.6139,Financial Services,32,12,2008,4,"Provo-Orem, UT",Lehi
1545,https://www.inc.com/profile/teamson-design-corp,Teamson Design Corp.,teamson.com,NY,156,268.0698,Consumer Products & Services,60,20,1997,1,New York City,bay shore
1546,https://www.inc.com/profile/total-server-solutions,Total Server Solutions,totalserversolutions.com,GA,284,267.7566,IT Management,94,27,2005,3,Atlanta,Atlanta
1547,https://www.inc.com/profile/the-mix-group,The Mix Group,http://themixgroup.com,FL,75,267.6395,Media,29,16,2003,3,Miami,Weston
1548,https://www.inc.com/profile/mpact-strategic-consulting,Mpact Strategic Consulting,http://mpact-consulting.com,TX,76,267.5397,Business Products & Services,39,5,2007,2,Houston,Houston
1549,https://www.inc.com/profile/erp-maestro,ERP Maestro,erpmaestro.com,FL,24,267.4302,Software,33,20,2013,2,Miami,Plantation
1550,https://www.inc.com/profile/magnolia-boutique,Magnolia Boutique,magnoliaboutique.com,IN,6,267.3037,Retail,14,5,2013,2,"Indianapolis, IN",Franklin
1551,https://www.inc.com/profile/landsouth-construction,LandSouth Construction,landsouth.com,FL,2881,267.2587,Construction,108,80,1998,3,"Jacksonville, FL",Jacksonville
1552,https://www.inc.com/profile/the-vested-group,The Vested Group,thevested.com,TX,107,267.1984,Business Products & Services,56,17,2011,3,Dallas,Plano
1553,https://www.inc.com/profile/cortina-solutions,Cortina Solutions,cortinasolutions.com,AL,27,267.1003,Government Services,23,8,2012,1,"Huntsville, AL",Huntsville
1554,https://www.inc.com/profile/lafayette-metal-glass-company,Lafayette Metal & Glass Company,lmgny.com,NY,401,267.0764,Construction,111,35,1899,1,New York City,Hauppauge
1555,https://www.inc.com/profile/ops-tech-alliance,Ops Tech Alliance,ops-tech-alliance.com,MD,44,266.6477,Security,40,12,2012,2,"Washington, DC",Bowie
1556,https://www.inc.com/profile/time-systems,TIME Systems,timesystemsllc.com,VA,33,266.6329,Government Services,48,13,2005,3,"Washington, DC",Dumfries
